occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last,notes
"The Plainfield Inn, Bed & Breakfast",15106,S,FOX RIVER,ST,,,,PLAINFIELD,IL,60544,4,439,"Boarding/rooming house, res",2,1,2,C,8,U,1,P,1,S,4,H,N,N,,,,,,,"THE PLAINFIELD INN, BED & BREAKFAST",,,
Vaughan Dance Academy,15112,S,FOX RIVER,ST,,,,PLAINFIELD,IL,60544,1,121,"Ballroom, gymnasium",1,,0,R,0,U,N,N,,,,,N,N,,,,,,,VAUGHAN DANCE ACADEMY,,,
Plainfield United Methodist Church,15114,S,ILLINOIS,ST,,,,Plainfield,IL,60544,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,Eun-hye,Choi,815-733-6256,,PLAINFIELD UNITED METHODIST CHURCH,EUN-HYE,CHOI,
Chase,15115,S,ILLINOIS,ST,,,,PLAINFIELD,IL,60544,5,592,Bank,1,1,2,C,6,U,1,P,1,S,4,H,N,N,,,Alexis,Espino,708-417-2766,,CHASE,ALEXIS,ESPINO,
Vacant (kevin Calder Bldg Owner),15115,S,DESPLAINES,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,D & I Electronics,815-436-6003,,VACANT (KEVIN CALDER BLDG OWNER),,D & I ELECTRONICS,
Dottie's Art Studio,15116,S,DESPLAINES,ST,,,,Plainfield,IL,60544,5,559,"Recreational, hobby, home r",2,1,2,C,8,U,N,N,,,,,N,N,,,Amanda,Chakravarty,331-330-3963,,DOTTIE'S ART STUDIO,AMANDA,CHAKRAVARTY,
Sharon United Methodist (rectory),15117,S,DILLMAN,ST,,,,Plainfield,IL,60544,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,,,,,SHARON UNITED METHODIST (RECTORY),,,
Vacant Former Lifespring Comm Church Ofc,15118,S,DESPLAINES,ST,,,,Plainfield,IL,60544,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,Pastor Fran,Leeman,815-436-5315,,VACANT FORMER LIFESPRING COMM CHURCH OFC,PASTOR FRAN,LEEMAN,
Arris Architects And Planners,15119,S,DESPLAINES,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,Michael,Lambert,815-436-6742,,ARRIS ARCHITECTS AND PLANNERS,MICHAEL,LAMBERT,
C.w. Avery Ymca,15120,S,WALLIN,DR,,,,PLAINFIELD,IL,60544,1,141,Athletic/health club,1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,Greater Joliet Ymca,815-729-9638,,C.W. AVERY YMCA,,GREATER JOLIET YMCA,Provena Physical Therapy: Medical Ctr. Provena St. Joseph 815-725-7133
Front Street Cantina,15120,S,DESPLAINES,ST,,,,Plainfield,IL,60544,5,519,"Food and beverage sales, gr",1,,,,,,,,,,,,,,,,Dan,Littell,630-453-0513,,FRONT STREET CANTINA,DAN,LITTELL,
Elite Essence Day Spa,15121,S,JAMES,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Judith,Vogt,630-904-0132,,ELITE ESSENCE DAY SPA,JUDITH,VOGT,
"Law Offices Of John F. Argoudelis, Llc",15124,S,RT 59,,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,,,,,"LAW OFFICES OF JOHN F. ARGOUDELIS, LLC",,,
Lincolnshire Apartments South Bldg,15128,S,WOOD FARM,RD,,15128-15142 AND 15144-15154,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,,2,C,6,U,1,P,1,S,4,H,N,N,,,Bill,Habiger,815-693-4527,,LINCOLNSHIRE APARTMENTS SOUTH BLDG,BILL,HABIGER,
Multi Tenant Building,15129,S,RT 59,,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,MULTI TENANT BUILDING,,,"Plainfield Vision Care: Timothy Boots 815-609-0369|Schroeder & Associates, Ltd.: John Schoeder 815-210-0020"
Multi-tenant Building,15133,S,RT 59,,,,,PLAINFIELD,IL,60544,5,599,Business office,1,,2,C,8,U,N,N,,,,,N,N,,,,,,,MULTI-TENANT BUILDING,,,"Blue Edge, Inc.: Christopher Baldwin 630-205-9400|Law Office Of John F. Argoudelis, Llc: John Argoudelis 630-327-9303|One Source Equipment Rental: Ron Cornell 630-768-1326"
Cell Tower - Level 3 - Plfdil 1w,15153,S,FRONTAGE,RD,E,,,PLAINFIELD,IL,60544,6,640,Utility or Distribution sys,1,,,,,,,,,,,,,,,,Michael,Payton,720-888-4958,,CELL TOWER - LEVEL 3 - PLFDIL 1W,MICHAEL,PAYTON,
Electric Park,15200,S,VISTA,LN,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,ELECTRIC PARK,,,
"J. K. Construction Co., Inc.",15200,W,129TH,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Jim,Week,630-826-3364,,"J. K. CONSTRUCTION CO., INC.",JIM,WEEK,
Psychotherapy Services Llc,15201,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Karen,Smith,815-258-7099,,PSYCHOTHERAPY SERVICES LLC,KAREN,SMITH,
Plainfield Automotive,15204,S,RT 59,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Thomas,Raddatz,815-630-1137,,PLAINFIELD AUTOMOTIVE,THOMAS,RADDATZ,
Plainfield Florist,15205,S,RT 59,,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,2,1,2,C,8,U,N,N,,,,,N,N,,,,,,,PLAINFIELD FLORIST,,,
Plainfield Dental/dr. Peter Muraglia,15210,S,RT 59,,,,,Plainfield,IL,60544,3,342,"Doctor, dentist or oral sur",1,,7,B,8,U,N,N,,,,,N,N,,,Peter,Muraglia,630-428-3598,,PLAINFIELD DENTAL/DR. PETER MURAGLIA,PETER,MURAGLIA,
Overman Jones Funeral Home,15219,S,JOLIET,RD,,,,Plainfield,IL,60544,1,134,Funeral parlor,1,,,,,,,,,,,,,,,,David,Jones,630-416-0783,,OVERMAN JONES FUNERAL HOME,DAVID,JONES,
Southwind Apartments,15230,S,JAMES,ST,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,3,1,7,B,3,P,1,P,1,S,4,H,2,P,1,W,Kevin,Calkins,480-213-5089,,SOUTHWIND APARTMENTS,KEVIN,CALKINS,
Vacant Land (former Go-mart/go-tane),15232,S,JOLIET,RD,,,,Plainfield,IL,60586,5,571,"Service station, gas statio",1,,,,,,,,,,,,,,,,Anop,Singh,847-439-9538,,VACANT LAND (FORMER GO-MART/GO-TANE),ANOP,SINGH,
Newkirk Building (multi-tenant),15300,S,RT 59,,,,,Plainfield,IL,60544,5,599,Business office,2,1,0,R,8,U,1,P,1,S,4,H,N,N,,,Charles,Leonard,815-730-8032,,NEWKIRK BUILDING (MULTI-TENANT),CHARLES,LEONARD,Edward Jones Ryan Peterson: Tim Stetenfeld 815-931-8784|Federated Insurance: Allan Rosales 815-272-6292|Il State Senator Bertino-tarrant:  |Jp Companies: Joseph Panici 630-940-8856|Original Produce: Kim Boe 630-904-2015|Results Realty: Aimee Micetic 815-230-3662
Canine Creations,15302,S,JOLIET,RD,,,,Plainfield,IL,60544,5,557,"Personal service, including",1,,,,,,N,N,,,,,N,N,,,Tracy,Carel,630-330-6608,,CANINE CREATIONS,TRACY,CAREL,
Blasto Powerwashing (home Bus),15303,S,INGERSOLL,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Kevin,Kramer,815-577-0227,,BLASTO POWERWASHING (HOME BUS),KEVIN,KRAMER,
Rod Baker Ford Display/storage Bldg,15303,S,JOLIET,RD,,,,Plainfield,IL,60586,5,579,Motor vehicle or boat sales,1,,,,,,,,,,,,,,,,Darrell,Long,815-436-7861,,ROD BAKER FORD DISPLAY/STORAGE BLDG,DARRELL,LONG,
(former Lockwood Dairy) Storage Building,15312,S,JAMES,ST,,,,Plainfield,IL,60544,8,800,"Storage, Other",1,,0,R,0,U,N,N,,,,,N,N,,,Bob,Bailey,708-259-7248,,(FORMER LOCKWOOD DAIRY) STORAGE BUILDING,BOB,BAILEY,
Plainfield Township Cemetary,15408,S,JOLIET,RD,,,,Plainfield,IL,60544,1,100,"Assembly, Other",1,,,,,,,,,,,,,,,,Jim,Pubentz,815-724-6702,,PLAINFIELD TOWNSHIP CEMETARY,JIM,PUBENTZ,
Multi-tenant Building,15409,S,RT 59,,,,,Plainfield,IL,60544,5,599,Business office,1,1,7,B,4,U,N,N,,,,,N,N,,,,,,,MULTI-TENANT BUILDING,,,Advanced Counseling Dr. Joan Wise:  |Beacon Management Group: Steven Martin 815-483-5544|Impact Networking:  
Sarah's Import & Export Inc. (home Bus),15409,S,DAN PATCH,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Mohammad,Ather,815-577-9404,,SARAH'S IMPORT & EXPORT INC. (HOME BUS),MOHAMMAD,ATHER,
Plainfield Plaza North Building,15412,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,7,B,4,U,N,N,,,,,N,N,,,Debbie,,773-632-6509,,PLAINFIELD PLAZA NORTH BUILDING,DEBBIE,,"Big Pauly's Wood Fired Pizza, Llc: Paul Horwath 815-409-5161|Elite Rehabilitation Plainfield, Llc: Jignesh Patel 630-670-7352|Excel Driving School: Habiba Shallwani 630-248-9976|Part Of Peter Rubi Produce Store: Peter Pullara 815-634-3006|Peter Rubi Produce Store: Brandon Graves 815-530-0258|Sylvan Learning Center: Thomas Klaus 708-877-6014|Tischler's Market And Deli: Rick Tischler 708-557-6630|Tischler's Market And Deli Addtl Space:  |Vacant (former Martial Arts America): David Converse 815-741-0282"
Plainfield Plaza,15420,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,7,B,4,U,N,N,,,,,N,N,,,Debbie,,773-632-6509,,PLAINFIELD PLAZA,DEBBIE,,"Bt Nail Spa: Jefferson Nguyen 630-293-0115|Dr. Robert Larson, Optometrist: Robert Larson 815-729-2560|Habanero Mexican Fine Cuisine: Erika Magana 815-955-8438|Jeric's Skateboard Shop: Thomas Ohm 815-603-3475|Jimmy John's:  |K&j Global Pharmacy: Kelvin Udogu 847-460-8086|Little Learner Children's Academy: Rich Venegoni 815-741-0012|Plainfield Laundry, Soap Opera Laundry: T.j. Kardas 630-257-2987|T-bird Liquors: Pat Patel 630-579-6876|Top Cut Gaming: James Ballard 708-334-8969|U Massage: Yang Yuan 630-631-3861|Vacant (former Assoc. Orthodontists): Rick Venegoni 815-741-0012|Wags To Whiskers:  |Wags To Whiskers: Janelle Pitula 630-932-1824"
Forest Preserve District Rookery,15425,S,JOLIET,RD,,,,Plainfield,IL,60544,9,900,Outside or special property,1,,9,R,1,F,N,N,,,,,N,N,,,,,,,FOREST PRESERVE DISTRICT ROOKERY,,,
Indian Oaks Park,15501,S,HERITAGE,DR,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,INDIAN OAKS PARK,,,
Manila Grocery (bldg Owner),15507,S,RT 59,,,,UNIT 1,PLAINFIELD,IL,60544,5,599,Business office,1,,7,B,6,U,1,P,1,S,4,H,N,N,,,Robin,Countryman,815-436-2939,,MANILA GROCERY (BLDG OWNER),ROBIN,COUNTRYMAN,"A'colsha Hair Salon: Colleen Eaklly 815-267-3076|Armandmedia:  |Common Sense Ink:  |Common Sense Ink:  |Common Sense Skin, Inc.: Karen Ley 630-248-4088|Crab Boil Restaurant: Jose Diokno 815-254-8456|Dupage Medicar:  |Farmers Insurance:  |Tangerine Electric: Sam Olivo 331-702-1330"
Multi Tenant Bldg,15507,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,7,B,6,U,1,P,1,S,4,H,N,N,,,Lisa,Schuster,630-303-2643,,MULTI TENANT BLDG,LISA,SCHUSTER,"A'colsha Hair Salon: Colleen Eaklly 815-267-3076|Armandmedia:  |Common Sense Ink:  |Common Sense Ink:  |Common Sense Skin, Inc.: Karen Ley 630-248-4088|Crab Boil Restaurant: Jose Diokno 815-254-8456|Dupage Medicar:  |Farmers Insurance:  |Tangerine Electric: Sam Olivo 331-702-1330"
Village Square Plaza,15515,S,RT 59,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,N,N,,,,,N,N,,,Jeff,Dement,815-436-3783,,VILLAGE SQUARE PLAZA,JEFF,DEMENT,"American Family Insurance:  |American Family Insurance Add'l Space: Anthony Affetto 815-436-3335|Cathy's Sweet Creations: Cathy Deavila 815-953-1312|Gallagher, Kevin Dds, Pc: Kevin Gallagher 630-637-9606|Little Learners Business Office: Nick Diorio 815-258-2348|Vacant:  "
Smith Associates,15518,S,JOLIET,RD,,,,Plainfield,IL,60586,5,599,Business office,1,,2,C,6,U,1,P,1,S,4,H,N,N,,,Jean,Brannen,815-436-5060,,SMITH ASSOCIATES,JEAN,BRANNEN,
Blueberry Hill Cafe,15521,S,RT 59,,,,,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,,7,B,6,U,1,P,5,M,4,H,1,P,41,A,Jimmy,Analitis,773-807-4561,,BLUEBERRY HILL CAFE,JIMMY,ANALITIS,
Cornerstone Services Group Home,15606,S,INDIAN BOUNDARY LINE,RD,,,,PLAINFIELD,IL,60544,4,459,Residential board and care,1,1,2,C,8,U,1,P,5,M,4,H,1,P,1,W,,,,,CORNERSTONE SERVICES GROUP HOME,,,
Plainfield Lanes,15610,S,JOLIET,RD,,,,Plainfield,IL,60544,1,111,Bowling establishment,1,,7,B,8,U,1,P,4,S,4,H,1,P,1,W,,,,,PLAINFIELD LANES,,,
Saint Mary Immaculate Parish,15629,S,RT 59,,,,,PLAINFIELD,IL,60544,1,131,"Church, mosque, synagogue,",1,1,7,B,4,U,1,P,1,S,4,H,1,P,1,W,Steve,Perez,773-852-2322,,SAINT MARY IMMACULATE PARISH,STEVE,PEREZ,Saint Mary Immaculate Parish School: Ray Pfersforf 815-530-8859
Pendolino Chiropractic Llc,15715,,RT 59,,,,,Plainfield,IL,60544,3,340,"Clinics, doctors offices, h",1,,,,,,,,,,,,,,,,Anthony,Pendolino,815-436-1561,,PENDOLINO CHIROPRACTIC LLC,ANTHONY,PENDOLINO,
Amita Plainfield Imaging & Outpatient,15720,S,RT 59,,,,,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",1,,0,R,0,U,1,P,1,S,4,H,N,N,,,Bruce,Corwin,815-546-4990,,AMITA PLAINFIELD IMAGING & OUTPATIENT,BRUCE,CORWIN,Plainfield Imaging & Outpatient Center: Lettie Burne 708-337-1975
Saint Mary's Holistic Center,15726,S,FREDERICK,AVE,,,,Plainfield,IL,60544,5,599,Business office,1,,,,,,,,,,,,,,,,,,,,SAINT MARY'S HOLISTIC CENTER,,,
Corwin Medical Center,15728,S,RT 59,,,,,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",1,,,,,,,,,,,,,,,,Bruce,Corwin,815-546-4990,,CORWIN MEDICAL CENTER,BRUCE,CORWIN,Sws Leasing Multi Tenant Medical Bldg: Lettie Burne 708-337-1975
Plainfield School District Hq,15732,S,HOWARD,ST,,,,Plainfield,IL,60544,2,200,"Educational, Other",1,,,,,,,,,,,,,,,,Richard,Eldred,815-436-3512,,PLAINFIELD SCHOOL DISTRICT HQ,RICHARD,ELDRED,
Revolcion Taco Bar,15732,S,RT 59,,,,,Plainfield,IL,60544,1,161,Restaurant or cafeteria,1,,7,B,6,U,1,P,31,S,4,H,N,N,,,Jeff,Sturgeon,815-577-3442,,REVOLCION TACO BAR,JEFF,STURGEON,
Thornton's Gas & Food Mart,15800,S,RT 59,,,,,Plainfield,IL,60586,5,571,"Service station, gas statio",1,,7,B,6,U,N,N,,,,,N,N,,,,Corporate Hq,800-928-8022,,THORNTON'S GAS & FOOD MART,,CORPORATE HQ,
Friendship Baptist Church,15801,S,RT 59,,,,,Plainfield,IL,60544,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,Rick,Mullan,815-212-0460,,FRIENDSHIP BAPTIST CHURCH,RICK,MULLAN,
Citgo Gas Mart,15809,S,RT 59,,,,,PLAINFIELD,IL,60586,5,571,"Service station, gas statio",1,,7,B,4,U,U,U,,,,,U,U,,,,,,,CITGO GAS MART,,,
Mcdonalds South,15810,S,RT 59,,,,,Plainfield,IL,60544,1,161,Restaurant or cafeteria,1,,2,C,8,U,1,P,31,S,4,H,1,P,41,A,Gary,Kory,630-257-8773,,MCDONALDS SOUTH,GARY,KORY,
Bmo Harris Bank,15901,S,RT 59,,,,,PLAINFIELD,IL,60586,5,592,Bank,1,,2,C,6,U,N,N,,,,,,,,,Jennifer,Freeman,815-405-3773,,BMO HARRIS BANK,JENNIFER,FREEMAN,
"Frederick Ellsworth, Llc Medical Buildin",15905,S,FREDERICK,AVE,,,,PLAINFIELD,IL,60586,3,340,"Clinics, doctors offices, h",1,,2,C,6,U,1,P,1,S,4,H,1,P,1,W,Matt,Calvo,630-995-3605,,"FREDERICK ELLSWORTH, LLC MEDICAL BUILDIN",MATT,CALVO,Blue Mountain Wellness Clinic: Johneen Davis 630-838-0286|Ivfi. Aishling Obstetrics: Randy Morris 630-306-6690|Richart Sports And Spinal Rehab:  |Vacant (former Edward Medical Group): Facilities Dispatch 630-527-3490|Will County Govermental League: Karen Bowers 630-797-8475
Plainfield Motors,15908,S,LINCOLN,HWY,,,,Plainfield,IL,60544,5,579,Motor vehicle or boat sales,1,1,7,B,4,U,N,N,,,,,N,N,,,,,,,PLAINFIELD MOTORS,,,
Com Ed (lincoln S Of Renwick),15916,S,LINCOLN,HWY,,,,Plainfield,IL,60586,9,900,Outside or special property,,,,,,,,,,,,,,,,,,,,,COM ED (LINCOLN S OF RENWICK),,,
Speedway,15919,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,571,"Service station, gas statio",1,,2,C,6,U,,,,,,,,,,,,,,,SPEEDWAY,,,
Bring It Home Again,15920,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,581,Department or discount stor,2,,2,C,8,U,1,P,31,S,4,H,N,N,,,Lisa,Beliles,815-370-5317,,BRING IT HOME AGAIN,LISA,BELILES,
Tire Repair Shop,15924,S,LINCOLN,HWY,,,,Plainfield,IL,60544,5,571,"Service station, gas statio",1,,9,R,8,U,N,N,,,,,N,N,,,Jim,Kral,815-237-2343,,TIRE REPAIR SHOP,JIM,KRAL,
Renwick Plaza Strip Mall,15925,S,RT 59,,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Farooq,Khan,630-543-5894,,RENWICK PLAZA STRIP MALL,FAROOQ,KHAN,"Becca's Hair Salon: Rebecca Nichols 312-523-524|Becca's Salon: Glenn Pippin 815-342-6102|Dairy Queen: Ronald Leaman 815-436-2873|Plainfield Cleaners: Dae Jo 815-439-8079|Renwick Family Dental: Marcos Que 815-557-4791|vacant : Vimal Patel 847-366-1060|Smiley's Gyros & Beef: Musa Tadros 815-469-2445|State Farm Insurance, Ray Kelly: Ray Kelly 815-693-8620"
Repair Shop,15928,S,LINCOLN,HWY,,,,Plainfield,IL,60586,1,131,"Church, mosque, synagogue,",1,,7,B,6,U,1,P,31,S,4,H,N,N,,,John,Guttilla,847-338-8184,,REPAIR SHOP,JOHN,GUTTILLA,
Fire Station Four,15930,S,FREDERICK,AVE,,,,PLAINFIELD,IL,60586,8,888,Fire station,2,,2,C,6,U,1,P,5,M,4,H,1,P,1,W,,,,,FIRE STATION FOUR,,,
Multi-tenant Strip Mall,15932,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,7,B,8,U,N,N,,,,,N,N,,,Sam,Zarcone,312-543-0490,,MULTI-TENANT STRIP MALL,SAM,ZARCONE,Barbiere Lounge: German Ortega 815-609-5731|El Molcajete Restaurant: John Elhurst Road Property 847-338-8184|Jackson Hewitt: Regina Cruz 630-985-7364|Plainfield Liquor & Tobacco: Wesley Biggs 815-931-8950
Advanced Auto Parts,15935,S,RT 59,,,,,PLAINFIELD,IL,60586,5,549,Specialty shop,1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Robert,Mroczek,815-212-0043,,ADVANCED AUTO PARTS,ROBERT,MROCZEK,
Mcanally's,15936,S,LINCOLN,HWY,,,,Plainfield,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Grady,Mcanally,815-280-9325,,MCANALLY'S,GRADY,MCANALLY,
Taco Bell,15939,S,RT 59,,,,,PLAINFIELD,IL,60586,1,161,Restaurant or cafeteria,1,,2,C,8,U,1,P,31,S,4,H,1,P,41,A,Barb,Taylor,630-299-6727,,TACO BELL,BARB,TAYLOR,
Kastelic Canvas,15940,S,LINCOLN,HWY,,,,Plainfield,IL,60586,5,569,"Professional supplies, serv",1,,6,M,8,U,N,N,,,,,N,N,,,Mark,Muehlfelt,630-253-3294,,KASTELIC CANVAS,MARK,MUEHLFELT,
Diatom Inc. (home Bus),15964,S,ARBOR,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Calvin,Wohlert,815-436-5560,,DIATOM INC. (HOME BUS),CALVIN,WOHLERT,
D.d.i. (home Bus),16,W,LOCKPORT,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Martin,Dudek,815-577-2755,,D.D.I. (HOME BUS),MARTIN,DUDEK,
Gerber Collision And Glass Bldg A,16000,S,LINCOLN,HWY,,,BLDG A,Plainfield,IL,60586,5,579,Motor vehicle or boat sales,1,,6,M,6,U,1,P,5,M,4,H,1,P,1,W,Dora,Holdings,815-723-2420,,Gerber collision and glass BLDG A,DORA,HOLDINGS,Gerber Collision And Glass Bldg B: Roger D'orazio 815-592-7541
"Mega Sports, Inc.",16001,S,LINCOLN,HWY,,,,Plainfield,IL,60586,5,500,"Mercantile, business, Other",1,,0,R,1,F,1,P,3,C,4,H,N,N,,,Mark,Daniels,815-482-2974,,"MEGA SPORTS, INC.",MARK,DANIELS,
Clean Image Car Wash,16005,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,1,T,1,F,,,,,,,,,,,Frank,Baur,815-609-9729,,CLEAN IMAGE CAR WASH,FRANK,BAUR,
Merlin Muffler & Brake,16007,S,RT 59,,,,UNIT 100,Plainfield,IL,60586,5,500,"Mercantile, business, Other",1,,7,B,4,U,,,,,,,,,,,John,Mieczkowski,630-862-3979,,MERLIN MUFFLER & BRAKE,JOHN,MIECZKOWSKI,Multi Tenant Building:  
Multi-tenant Building,16010,S,LINCOLN,HWY,,,,Plainfield,IL,60586,5,500,"Mercantile, business, Other",2,,0,R,8,U,N,N,,,,,N,N,,,Rick,Chobar,815-791-9043,,MULTI-TENANT BUILDING,RICK,CHOBAR,D'oleo Auto Sales: Luis D'oleo 815-630-7375|Duplicate D'oleo Auto Sales Duplicate: Len Cozzone 815-230-2266
Kindercare,16010,S,FREDERICK,AVE,,,,PLAINFIELD,IL,60586,2,211,Preschool,1,,2,C,6,U,1,P,31,S,4,H,N,N,,,Jule,Ruble,815-302-6655,,KINDERCARE,JULE,RUBLE,
Performance Heating Inc. (home Bus),16011,S,LEXINGTON,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Marnie,Syron,815-577-7056,,PERFORMANCE HEATING INC. (HOME BUS),MARNIE,SYRON,
Rv's Home Of The Hoagy,16020,S,RT 59,,,,,Plainfield,IL,60586,1,161,Restaurant or cafeteria,1,,7,B,6,U,1,P,31,S,4,H,1,P,0,S,Dave,Armstrong,480-395-7021,,RV'S HOME OF THE HOAGY,DAVE,ARMSTRONG,
Lincoln Plaza,16030,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",2,1,2,C,8,U,N,N,,,,,N,N,,,Napoleon,Karnezis,815-634-8234,,LINCOLN PLAZA,NAPOLEON,KARNEZIS,Boundless Tattoo: Mike Lopatka 630-809-2407|Graham Crackers Comics: Joshua Kelly 815-254-3108|The Baseball Card King: Brian Jadzak 630-664-6580|Vacant (former Edrop):  
Craft'd,16031,S,LINCOLN,HWY,,,,Plainfield,IL,60586,1,161,Restaurant or cafeteria,1,,7,B,4,U,1,P,5,M,4,H,N,N,,,Barry,Michael,630-701-4222,,CRAFT'D,BARRY,MICHAEL,
Enterprise Rent-a-car,16040,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,579,Motor vehicle or boat sales,1,,0,R,0,U,1,P,31,S,4,H,N,N,,,,Enterprise Rent-a-car,708-233-2365,,ENTERPRISE RENT-A-CAR,,ENTERPRISE RENT-A-CAR,
Off The Press,16041,S,LINCOLN,HWY,,,103,Plainfield,IL,60586,5,569,"Professional supplies, serv",1,,7,B,4,U,1,P,2,H,4,H,N,N,,,Paul,Jackson,815-353-0630,,OFF THE PRESS,PAUL,JACKSON,Gruber Law Offices: Patricia Gruber 815-439-5004|Midwest Music Academy: Kp Properties Llc 815-436-9612
Rides Unlimited,16100,S,LINCOLN,HWY,,,FRONT SECTION,Plainfield,IL,60586,5,579,Motor vehicle or boat sales,2,,0,R,4,U,N,N,,,,,N,N,,,Ted,Benson,815-474-2429,,RIDES UNLIMITED,TED,BENSON,Rides Unlimited Additional Space: Tony Phillip 815-791-6481
Springbank Aquatic Center,16105,S,DRAUDEN,RD,,,,Plainfield,IL,60586,1,116,Swimming facility: indoor o,1,,2,C,8,U,1,P,5,M,4,H,N,N,,,Assoc.,Springbank Homeowners,630-633-5450,,SPRINGBANK AQUATIC CENTER,ASSOC.,SPRINGBANK HOMEOWNERS,
Vintage Harvest Multi-tenant Building,16106,S,RT 59,,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",2,1,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,VINTAGE HARVEST MULTI-TENANT BUILDING,,,"Elite Process Serving, Inc.: Chris Broderick 630-300-8962|Lorenzini & Associates: Todd Lyle 815-941-4225|Pro Active Construction:  |Vacant Former Ensure Properties:  "
Vintage Harvest Multi-tenant Building,16108,S,RT 59,,,,,Plainfield,IL,60586,5,500,"Mercantile, business, Other",2,1,7,B,0,U,,,,,,,,,,,Bill,Broderick,630-554-6000,,VINTAGE HARVEST MULTI-TENANT BUILDING,BILL,BRODERICK,"Allstate Office:  |Carron And Company:  |Dupage Medical Group Additional Space:  |Dupage Medical Group Additional Space:  |Dupage Medical Group Physical Therapy:  |Everything Delicious: Demetrius Westmoreland 630-546-8781|Gege Tailor Shop:  |Habanero Mexican Restaurant: Amanda Luna 708-289-7696|Hometown Fitness: Charlie Graff 630-546-7589|Hometown Fitness:  |La Dolce Vita Restaurant: Danny Lombardo 630-257-0699|Perfect Day Salon & Spa: John Duplancich 630-742-7972|Rosati's Pizza:  |So Much Fun, Sip, Paint, Create:  |The Music And Dance Studio:  "
