occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last
Duplicate D'oleo Auto Sales Duplicate,16010,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Len,Cozzone,815-230-2266,,Duplicate D'OLEO AUTO SALES DUPLICATE,LEN,COZZONE
Duplicate Grace Pointe Church,14210,S,RT 30,,,,UNIT 104,PLAINFIELD,IL,60544,5,564,"Laundry, dry cleaning",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Helen,,815-651-0119,,Duplicate GRACE POINTE CHURCH,HELEN,
Duplicate Ism Northshore International,24402,W,LOCKPORT,ST,,,SUITE 227,PLAINFIELD,IL,60544,5,599,Business office,2,0,7,B,3,P,1,P,1,S,4,H,1,P,1,W,,"Baxter & Woodman, Inc.",815-459-1260,,Duplicate ISM NORTHSHORE INTERNATIONAL,,"BAXTER & WOODMAN, INC."
Duplicate Law Offices Of Robert Kramer,16210,S,LINCOLN,HWY,,,UNIT 200,PLAINFIELD,IL,60586,5,569,"Professional supplies, serv",1,0,,,,,,,,,,,,,,,,,,,Duplicate LAW OFFICES OF ROBERT KRAMER,,
Duplicate Multi Tenant Building,16147,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,,,,,Duplicate MULTI TENANT BUILDING,,
Duplicate Westside Children's Therapy,11914,S,RT 59,,,,UNIT 126,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,Duplicate WESTSIDE CHILDREN'S THERAPY,,
Dynamic Fire Protection,14912,S,EASTERN,AVE,,,109 & 116,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",1,0,9,R,6,U,1,P,4,S,4,H,1,P,1,W,Shaun,Maher,815-207-3303,,DYNAMIC FIRE PROTECTION,SHAUN,MAHER
E&s Auto Sales,2423,W,PLAINFIELD,RD,,,,JOLIET,IL,60435,5,579,Motor vehicle or boat sales,1,0,,,,,N,N,,,,,N,N,,,Tariq,Khan,312-485-3333,,E&S AUTO SALES,TARIQ,KHAN
"E2e Business Services, Inc.",16310,S,LINCOLN,HWY,,,UNIT 108,PLAINFIELD,IL,60586,5,599,Business office,1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,William,Law,815-600-3757,,"E2E BUSINESS SERVICES, INC.",WILLIAM,LAW
"Eagle Games, Inc. (home Bus)",13731,S,CAPISTA,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Glenn,"Drover, Jr.",815-439-9834,,"EAGLE GAMES, INC. (HOME BUS)",GLENN,"DROVER, JR."
Eagle Heating And Air Conditioning,16149,S,LINCOLN,HWY,,,103,PLAINFIELD,IL,60586,5,599,Business office,1,0,,,,,,,,,,,,,,,James,Talaga,815-474-1941,,EAGLE HEATING AND AIR CONDITIONING,JAMES,TALAGA
Easter Seals Group Home,24212,W,APPLE TREE,LN,,,,PLAINFIELD,IL,60585,4,459,Residential board and care,1,1,2,C,8,U,1,P,31,S,4,H,1,P,1,W,Joliet Region,Easter Seals,815-725-2194,,EASTER SEALS GROUP HOME,JOLIET REGION,EASTER SEALS
Eaton Preserve Park,23601,W,135TH,ST,,,,PLAINFIELD,IL,60544,8,808,Outbuilding or shed,2,0,,,,,,,,,,,,,,,,,,,EATON PRESERVE PARK,,
Eco Gym,11914,S,RT 59,,,,UNITS 132-134,PLAINFIELD,IL,60585,1,141,Athletic/health club,1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,ECO GYM,,
Ed Sterling Multi-tenant Building,11922,S,SPAULDING SCHOOL,DR,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,5,M,4,H,1,P,3,O,,,,,ED STERLING MULTI-TENANT BUILDING,,
Edg - Exhibit Development Group,14912,S,EASTERN,AVE,,,SUITE 111,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,6,U,1,P,4,S,4,H,1,P,1,W,,,,,EDG - EXHIBIT DEVELOPMENT GROUP,,
Edgewood,14722,S,NAPERVILLE,RD,,,UNIT 100,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,2,C,6,U,1,P,1,S,4,H,N,N,,,,,,,EDGEWOOD,,
Edward Bldg A - Er-cancer-cardiac-out Pt,24600,W,127TH,ST,,,,PLAINFIELD,IL,60585,3,340,"Clinics, doctors offices, h",2,1,7,B,3,P,1,P,5,M,4,H,1,P,1,W,Mike,Wantiez,630-527-3854,,EDWARD BLDG A - ER-CANCER-CARDIAC-OUT PT,MIKE,WANTIEZ
Edward Bldg B Plainfield Medical Bldg,24600,W,127TH,ST,,,,PLAINFIELD,IL,60585,3,340,"Clinics, doctors offices, h",3,0,7,B,3,P,1,P,5,M,4,H,1,P,1,W,,Duke Realty,847-232-5400,,EDWARD BLDG B PLAINFIELD MEDICAL BLDG,,DUKE REALTY
Edward Bldg C Plainfield Surgery Ctr,24600,W,127TH,ST,,,BLDG C,PLAINFIELD,IL,60585,3,340,"Clinics, doctors offices, h",1,0,7,B,4,U,1,P,5,M,4,H,1,P,12,W,Karen,Rouse,815-260-8732,,EDWARD BLDG C PLAINFIELD SURGERY CTR,KAREN,ROUSE
Edward Health Ventures,24600,W,127TH,ST,,,SUITE 205,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",3,0,7,B,3,P,1,P,11,S,4,H,1,P,1,W,,Edward Health Ventures,630-527-3000,,EDWARD HEALTH VENTURES,,EDWARD HEALTH VENTURES
Edward Health Ventures,24600,W,127TH,ST,,,SUITE 210,PLAINFIELD,IL,60585,3,340,"Clinics, doctors offices, h",3,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,EDWARD HEALTH VENTURES,,
Edward Jones,13550,S,RT 30,,,,SUITE 106,PLAINFIELD,IL,60544,5,599,Business office,3,1,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Britt,Wagner,815-254-8078,,EDWARD JONES,BRITT,WAGNER
Edward Jones,24012,W,MAIN,ST,,,UNIT 100,PLAINFIELD,IL,60544,5,599,Business office,1,1,2,C,8,U,1,P,31,S,4,H,N,N,,,Martin,Michael,815-726-2644,,EDWARD JONES,MARTIN,MICHAEL
Edward Jones,24402,W,LOCKPORT,ST,,,UNIT 116,PLAINFIELD,IL,60544,5,529,"Textile, wearing apparel sa",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,EDWARD JONES,,
Edward Jones (annexed To Naperville),10334,S,RT 59,,,,,NAPERVILLE,IL,60564,5,599,Business office,1,0,6,M,4,U,1,P,1,S,4,H,N,N,,,,,,,EDWARD JONES (ANNEXED TO NAPERVILLE),,
Edward Jones Ryan Peterson,15300,S,RT 59,,,,SUITE 100,PLAINFIELD,IL,60544,5,599,Business office,2,1,0,R,8,U,1,P,1,S,4,H,N,N,,,Tim,Stetenfeld,815-931-8784,,EDWARD JONES RYAN PETERSON,TIM,STETENFELD
Edward Medical Group,24600,W,127TH,ST,,,SUITES100-125,PLAINFIELD,IL,60585,3,340,"Clinics, doctors offices, h",3,0,7,B,3,P,1,P,11,S,4,H,1,P,1,W,,Duke Realty,847-232-5400,,EDWARD MEDICAL GROUP,,DUKE REALTY
Edward Medical Group Additional Space,24600,W,127TH,ST,,,SUITE 125,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",3,0,7,B,3,P,1,P,11,S,4,H,1,P,1,W,,Edward Health Ventures,630-527-3000,,EDWARD MEDICAL GROUP ADDITIONAL SPACE,,EDWARD HEALTH VENTURES
Edward Medical Group Ob,24600,W,127TH,ST,,,SUITE 215,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",3,0,7,B,3,P,1,P,5,M,4,H,1,P,1,W,Karen,Granato,630-527-6838,,EDWARD MEDICAL GROUP OB,KAREN,GRANATO
Edward Mob Swing Suite,16519,S,RT 59,,,,SUITE C,PLAINFIELD,IL,60586,3,340,"Clinics, doctors offices, h",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,EDWARD MOB SWING SUITE,,
Edward South Healthcare Center,16519,S,RT 59,,,,A,PLAINFIELD,IL,60586,3,340,"Clinics, doctors offices, h",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Amy,Yager,630-935-4374,,EDWARD SOUTH HEALTHCARE CENTER,AMY,YAGER
Edward Timeshare Office,24600,W,127TH,ST,,,SUITE 150,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",3,0,7,B,3,P,1,P,5,M,4,H,1,P,1,W,,Home Office,630-668-8250,,EDWARD TIMESHARE OFFICE,,HOME OFFICE
Eich's Sports,24316,W,143RD,ST,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,1,0,6,M,4,U,1,P,1,S,4,H,N,N,,,Brian,Eich,815-509-8142,,EICH'S SPORTS,BRIAN,EICH
Eichelberger Elementary School,12450,S,ESSINGTON,RD,,,,PLAINFIELD,IL,60585,2,213,"Elementary school, includin",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Trevor,Harris,630-768-3452,,EICHELBERGER ELEMENTARY SCHOOL,TREVOR,HARRIS
El Molcajete Restaurant,15932,S,LINCOLN,HWY,,,UNIT 100,PLAINFIELD,IL,60586,1,160,"Eating, drinking places, ot",1,0,7,B,8,U,N,N,,,,,N,N,,,John,Elhurst Road Property,847-338-8184,,EL MOLCAJETE RESTAURANT,JOHN,ELHURST ROAD PROPERTY
El Tanque,12105,S,SPAULDING SCHOOL,DR,,,UNIT 10,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,6,M,4,U,N,N,,,,,N,N,,,Gerardo,Villareal,708-935-8844,,EL TANQUE,GERARDO,VILLAREAL
Electric Park,15200,S,VISTA,LN,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,ELECTRIC PARK,,
"Electric Power Systems, Inc.",23823,W,ANDREW,RD,,,UNITS 1 & 2,PLAINFIELD,IL,60585,8,891,Warehouse,2,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Charles,Read,314-890-9999,,"ELECTRIC POWER SYSTEMS, INC.",CHARLES,READ
Electrical Power Systems Add'l Space,23823,W,ANDREW,RD,,,UNIT 1,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,ELECTRICAL POWER SYSTEMS ADD'L SPACE,,
"Elite Auto Center, Inc.",12137,S,RHEA,DR,,,UNIT D,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,1,0,7,B,4,U,N,N,,,,,N,N,,,Luis,Polo,630-336-2007,,"ELITE AUTO CENTER, INC.",LUIS,POLO
Elite Children's Academy/senior Center,23253,W,RENWICK,RD,,,,PLAINFIELD,IL,60586,2,254,"Day care, in commercial pro",1,0,,,,,,,,,,,,,,,,,,,ELITE CHILDREN'S ACADEMY/SENIOR CENTER,,
Elite Essence Day Spa,15121,S,JAMES,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Judith,Vogt,630-904-0132,,ELITE ESSENCE DAY SPA,JUDITH,VOGT
"Elite Process Serving, Inc.",16106,S,RT 59,,,,SUITE 200,PLAINFIELD,IL,60586,5,599,Business office,2,1,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Chris,Broderick,630-300-8962,,"ELITE PROCESS SERVING, INC.",CHRIS,BRODERICK
"Elite Rehabilitation Plainfield, Llc",15412,S,RT 59,,,,118,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,N,N,,,,,N,N,,,Jignesh,Patel,630-670-7352,,"ELITE REHABILITATION PLAINFIELD, LLC",JIGNESH,PATEL
Elite Trade Show Services,12461,S,INDUSTRIAL,DR,E,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,0,R,4,U,1,P,1,S,4,H,N,N,,,Joseph,Debello,815-693-3177,,ELITE TRADE SHOW SERVICES,JOSEPH,DEBELLO
Elite Tutoring Place,11914,S,RT 59,,,,UNIT 104,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,ELITE TUTORING PLACE,,
Enbridge Pipelines (lakehead) Llc,12259,S,NAPERVILLE,RD,,,,PLAINFIELD,IL,60585,9,983,"Pipeline, power line or oth",1,0,2,C,8,U,N,N,,,,,N,N,,,,,,,ENBRIDGE PIPELINES (LAKEHEAD) LLC,,
Enclave At 127th - Bldg 1,23807,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 1,,JVM REALTY
Enclave At 127th - Bldg 10,23734,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 10,,JVM REALTY
Enclave At 127th - Bldg 11,23728,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 11,,JVM REALTY
Enclave At 127th - Bldg 12,23716,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 12,,JVM REALTY
Enclave At 127th - Bldg 13,23710,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 13,,JVM REALTY
Enclave At 127th - Bldg 14,23709,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 14,,JVM REALTY
Enclave At 127th - Bldg 15,23653,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 15,,JVM REALTY
Enclave At 127th - Bldg 16,23654,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 16,,JVM REALTY
Enclave At 127th - Bldg 17,23650,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 17,,JVM REALTY
Enclave At 127th - Bldg 2,23823,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 2,,JVM REALTY
Enclave At 127th - Bldg 3,23824,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 3,,JVM REALTY
Enclave At 127th - Bldg 4,23812,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 4,,JVM REALTY
Enclave At 127th - Bldg 5,23806,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 5,,JVM REALTY
Enclave At 127th - Bldg 6,23762,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 6,,JVM REALTY
Enclave At 127th - Bldg 7,23753,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 7,,JVM REALTY
Enclave At 127th - Bldg 8,23747,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 8,,JVM REALTY
Enclave At 127th - Bldg 9,23735,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 9,,JVM REALTY
Enclave At 127th - Clubhouse & Pool,23760,W,127TH,ST,,,,PLAINFIELD,IL,60585,1,116,Swimming facility: indoor o,1,0,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1000,,ENCLAVE AT 127TH - CLUBHOUSE & POOL,,JVM REALTY
Endodontic Specialists Of Illinois,23909,W,RENWICK,RD,,,SUITE 103,PLAINFIELD,IL,60586,5,599,Business office,1,0,7,B,4,U,1,P,5,M,4,H,1,P,2,D,James,Gianakakis,630-988-5671,,ENDODONTIC SPECIALISTS OF ILLINOIS,JAMES,GIANAKAKIS
Enopi (wheatland Center),24117,W,103RD,ST,,,,NAPERVILLE,IL,60564,2,200,"Educational, Other",1,0,2,C,7,P,1,P,1,S,4,H,N,N,,,Terri,Hubbard,815-782-8996,,ENOPI (WHEATLAND CENTER),TERRI,HUBBARD
Enterprise Rent A Car,12337,S,RT 59,,,,UNIT 135,PLAINFIELD,IL,60585,5,599,Business office,1,0,7,B,4,U,1,P,1,S,4,H,1,P,1,W,,,708-233-9100,,ENTERPRISE RENT A CAR,,
Enterprise Rent-a-car,16040,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,579,Motor vehicle or boat sales,1,0,0,R,0,U,1,P,31,S,4,H,N,N,,,,Enterprise Rent-a-car,708-233-2365,,ENTERPRISE RENT-A-CAR,,ENTERPRISE RENT-A-CAR
Enterprise Rent-a-car,2400,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,579,Motor vehicle or boat sales,1,0,2,C,6,U,N,N,,,,,N,N,,,Matthew,Mitchell,815-994-1275,,ENTERPRISE RENT-A-CAR,MATTHEW,MITCHELL
Epic Tanning Company,13400,S,RT 59,,,,UNIT 106,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,4,U,1,P,31,S,4,H,1,P,1,W,,Hamilton Partners,630-250-4890,,EPIC TANNING COMPANY,,HAMILTON PARTNERS
Eric Liedtxe Dds,10334,S,RT 59,,,,,NAPERVILLE,IL,60564,5,569,"Professional supplies, serv",0,0,,,,,,,,,,,,,,,,,,,ERIC LIEDTXE DDS,,
"Euro Tech Cabinetry & Remodeling, Inc.",12515,S,RHEA,DR,,,,PLAINFIELD,IL,60585,7,700,"Manufacturing, processing",2,0,7,B,4,U,N,N,,,,,N,N,,,Kim,Moriarty,815-439-1173,,"EURO TECH CABINETRY & REMODELING, INC.",KIM,MORIARTY
European Beauty Lounge,12443,S,RT 59,,,,UNIT 102,PLAINFIELD,IL,60585,5,599,Business office,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,John,Mathis,309-258-8209,,EUROPEAN BEAUTY LOUNGE,JOHN,MATHIS
Everything Delicious,16108,S,RT 59,,,,UNIT 110,PLAINFIELD,IL,60586,5,569,"Professional supplies, serv",1,1,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Demetrius,Westmoreland,630-546-8781,,EVERYTHING DELICIOUS,DEMETRIUS,WESTMORELAND
Excel Driving School,14200,S,RT 30,,,,UNIT 110,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Sean Campbell,Electronic Options,630-690-9150,,EXCEL DRIVING SCHOOL,SEAN CAMPBELL,ELECTRONIC OPTIONS
Excel Driving School,15412,S,RT 59,,,,100-102,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",1,0,7,B,4,U,N,N,,,,,N,N,,,Habiba,Shallwani,630-248-9976,,EXCEL DRIVING SCHOOL,HABIBA,SHALLWANI
Excolo Fitness Additional Space,16310,S,LINCOLN,HWY,,,UNIT 114,PLAINFIELD,IL,60586,5,599,Business office,1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Ronald,Koren,815-735-2443,,EXCOLO FITNESS ADDITIONAL SPACE,RONALD,KOREN
"Excolo Fitness, Inc.",16310,S,LINCOLN,HWY,,,UNITS 112-114,PLAINFIELD,IL,60586,1,141,Athletic/health club,1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,James,Nakis,630-364-8890,,"EXCOLO FITNESS, INC.",JAMES,NAKIS
Exquisite Nail Spa,11830,S,RT 59,,,,SUITE 108,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,4,U,1,P,U,U,4,H,1,P,1,W,Khang,Ha,714-386-2243,,EXQUISITE NAIL SPA,KHANG,HA
"Extreme Concepts, Llc (home Bus)",22712,W,BASS LAKE,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Arnel,Joaquin,630-935-0286,,"EXTREME CONCEPTS, LLC (HOME BUS)",ARNEL,JOAQUIN
Eye Level Learning Center,13544,S,RT 30,,,,UNIT  104-C,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,EYE LEVEL LEARNING CENTER,,
Faith United Pentecostal Church,3400,W,CATON FARM,RD,,,,JOLIET,IL,60431,1,131,"Church, mosque, synagogue,",1,0,,,,,,,,,,,,,,,Noel,Mirelez,815-740-0989,,FAITH UNITED PENTECOSTAL CHURCH,NOEL,MIRELEZ
Family Behavioral Health,24821,W,135TH,ST,,,,Plainfield,IL,60544,5,592,Bank,1,0,2,C,6,U,1,P,1,S,4,H,N,N,,,Matthew,Parvin,630-277-2041,,FAMILY BEHAVIORAL HEALTH,MATTHEW,PARVIN
Family Health Center Of Plainfield,13550,S,RT 30,,,,SUITE 100,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",3,1,7,B,4,U,1,P,5,M,4,H,1,P,12,W,Farah,Turk,815-741-7062,,FAMILY HEALTH CENTER OF PLAINFIELD,FARAH,TURK
Family Video,14220,W,RT 30,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,1,P,1,S,4,H,N,N,,,Charlie,Hougland,217-544-2001,,FAMILY VIDEO,CHARLIE,HOUGLAND
Farmers Insurance,15507,S,RT 59,,,,SUITE 4F,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,6,U,1,P,5,M,4,H,N,N,,,,,,,FARMERS INSURANCE,,
Farmstone Ridge Park,12955,S,STELLAR,LN,,FARMSTONE RIDGE PARK WEST,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,FARMSTONE RIDGE PARK,,
Fast Forward Welding Additional Space,23840,W,ANDREW,RD,,,UNIT 3,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Aaron,Stapleton,815-341-5413,,FAST FORWARD WELDING ADDITIONAL SPACE,AARON,STAPLETON
"Fast Forward Welding, Inc.",23840,W,ANDREW,RD,,,UNITS 3-4,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Aaron,Stapleton,815-341-5413,,"FAST FORWARD WELDING, INC.",AARON,STAPLETON
Fastenal,13717,S,RT 30,,,,UNIT 107,PLAINFIELD,IL,60544,1,121,"Ballroom, gymnasium",1,0,7,B,4,U,1,P,5,M,4,H,N,N,,,,,,,FASTENAL,,
Fat Ricky's Restaurant,13717,S,RT 30,,,,UNIT 135,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,31,S,4,H,1,P,41,A,Rick,Dipego,708-878-9922,,FAT RICKY'S RESTAURANT,RICK,DIPEGO
Fazio Insurance,24004,W,LOCKPORT,ST,,,SUITE 202,PLAINFIELD,IL,60544,5,599,Business office,1,0,,,,,,,,,,,,,,,,,,,FAZIO INSURANCE,,
Fd Bolingbrook,375,W,BRIARCLIFF,RD,,,,BOLINGBROOK,IL,60440,8,888,Fire station,1,0,,,,,,,,,,,,,,,,,,,FD BOLINGBROOK,,
Fd Channahon,24929,S,CENTER,ST,,,,Channahon,IL,60410,8,888,Fire station,1,0,,,,,,,,,,,,,,,,,,,FD CHANNAHON,,
Fd East Joliet,911,S,BRIGGS,ST,,,,EAST JOLIET,IL,60433,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD EAST JOLIET,,
Fd Joliet,101,E,CLINTON,ST,,,,JOLIET,IL,60432,8,888,Fire station,1,0,,,,,,,,,,,,,,,,,,,FD JOLIET,,
Fd Lockport 1,828,E,9TH,ST,,,,LOCKPORT,IL,60441,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD LOCKPORT 1,,
Fd Lockport 2,1601,,ROOT,ST,,,,CREST HILL,IL,60403,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD LOCKPORT 2,,
Fd Lockport 3,390,S,WEBER,RD,,,,ROMEOVILLE,IL,60446,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD LOCKPORT 3,,
Fd Lockport 5,332,,OHARE,DR,,,,ROMEOVILLE,IL,60446,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD LOCKPORT 5,,
Fd Lockport4,17400,W,BRUCE,RD,,,,LOCKPORT,IL,60441,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD LOCKPORT4,,
Fd Minooka,413,W,MONDAMIN,ST,,,,MINOOKA,IL,60447,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD MINOOKA,,
Fd Naperville,2808,W,103RD,ST,,,,NAPERVILLE,IL,60540,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD NAPERVILLE,,
Fd Northwest Homer,16152,W,143RD,ST,,,,LOCKPORT,IL,60441,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD NORTHWEST HOMER,,
Fd Rockdale,603,,OTIS,AVE,,,,ROCKDALE,IL,60431,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD ROCKDALE,,
Fd Romeoville,18,,MONTROSE,DR,,,,ROMEOVILLE,IL,60446,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD ROMEOVILLE,,
Fd Troy,107,W,JEFFERSON,ST,,,,SHOREWOOD,IL,60431,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD TROY,,
Fd Wilmington,501,N,WATER,ST,,,,WILMINGTON,IL,60481,8,888,Fire station,0,0,,,,,,,,,,,,,,,,,,,FD WILMINGTON,,
